ID,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,didDefault,isFemale,education_high_school,education_university,education_graduate_school,isMarried
9729,280000,46,-2,-2,-2,-2,-2,-2,1401,5201,3615,1963,2086,1297,5201,3615,1963,2086,1297,1154,0,1,1,0,0,0
9731,20000,22,0,0,2,2,2,2,15169,17793,17207,20409,20844,20349,2874,0,3490,900,0,361,0,1,0,1,0,0
9732,160000,25,2,2,2,2,2,0,158629,162097,163567,163617,156554,156557,7500,5600,5822,14,5700,5800,1,1,0,1,0,0
9734,120000,41,0,0,0,0,0,0,44966,45726,40795,39938,40610,39397,1690,2562,1392,1442,1415,1422,0,0,0,1,0,1
9736,60000,32,0,0,0,0,0,2,30781,25870,26964,27265,30329,24104,1505,1599,900,4500,0,1000,0,0,0,1,0,1
9737,110000,29,0,0,0,0,0,0,69718,67961,68306,69786,48728,18574,3000,2000,2049,2000,1000,1000,0,1,0,0,1,0
9738,50000,43,0,0,0,0,0,0,42874,43727,28742,8150,6771,6713,1862,1077,1000,1000,1000,1000,0,1,1,0,0,1
9740,30000,28,0,0,0,0,2,0,23837,24948,25611,29245,28686,26549,1800,1400,4000,0,2631,500,0,0,0,0,1,0
9741,50000,33,0,0,0,0,0,0,50094,50461,50994,30521,30242,30193,2479,2412,1162,1199,1223,1199,0,0,0,1,0,0
9742,60000,42,0,0,0,0,0,0,49244,48310,41746,25488,26199,28200,2000,2000,1000,1501,3000,1500,0,0,0,1,0,1
9744,10000,24,-1,-1,0,0,0,0,273,8327,9379,9566,9766,10042,8327,1200,342,354,438,200,0,0,1,0,0,0
9747,160000,52,0,0,0,0,0,0,38695,40757,42769,44448,46269,48036,3000,2700,2700,2700,2700,2700,0,1,0,1,0,0
9748,100000,43,0,0,0,0,0,0,103601,105282,83616,67825,66756,57075,5088,3098,5010,3038,4031,3000,0,0,0,1,0,0
9749,90000,34,0,0,2,0,0,0,49771,52930,48683,44102,35577,28500,4000,0,1312,1200,1070,2882,0,1,1,0,0,1
9750,50000,60,0,0,2,2,0,0,27943,31060,31293,29256,29870,30503,3577,1042,0,1080,1515,862,0,1,1,0,0,0
9751,170000,30,0,0,0,0,0,0,117010,119463,123476,124934,127918,130782,4337,6000,5000,5000,5000,4898,0,0,0,0,1,0
9754,80000,30,0,0,0,0,0,0,69533,71314,73027,74215,75865,77448,3500,3500,3000,3000,3000,3000,0,1,0,0,1,0
9756,140000,31,2,0,0,2,2,2,51028,52112,55232,55932,54910,57344,2500,4600,2200,0,3513,3000,0,0,0,0,1,1
9765,50000,50,1,2,3,2,2,2,29394,31722,30928,30134,32085,32609,3100,0,0,2600,1200,0,1,0,0,0,1,1
9768,150000,50,0,0,0,0,0,0,88900,91812,92411,94416,96328,74550,4161,2971,3151,3200,3990,0,0,0,1,0,0,1
9769,50000,61,1,2,0,0,2,0,47731,45925,47041,49180,47500,48479,0,2200,3600,0,1763,1725,1,1,1,0,0,0
9771,100000,37,1,2,-1,-1,-2,-2,3492,3293,326,324,174,1367,10,650,324,0,1367,4166,1,1,0,1,0,0
9772,310000,30,0,0,0,0,0,0,27289,28020,31140,27695,17338,17731,1489,4415,1084,491,540,4000,0,1,0,0,1,1
9774,90000,44,0,0,0,0,0,0,82253,88238,83204,81645,84629,87981,8238,3200,3000,5000,5000,3000,0,1,0,1,0,1
9776,50000,42,0,0,0,0,0,0,35255,21317,22252,22541,22863,20288,1690,1620,900,780,750,1670,0,0,0,1,0,1
9781,210000,42,-1,-1,-1,-1,-1,-1,1729,1262,6867,2271,1054,1197,1315,6867,2271,1054,1197,701,0,0,0,0,1,1
9782,30000,34,2,2,2,2,2,0,21107,24117,24424,24627,24093,24785,3374,1000,900,0,1094,1000,1,0,0,0,1,0
9784,120000,34,-1,-1,-1,-1,-1,-1,856,856,856,856,856,856,856,856,856,856,856,2664,0,0,0,1,0,0
9785,80000,24,0,0,0,0,0,0,31815,30672,33185,28600,29101,28939,4038,3199,914,850,2055,8318,0,1,0,0,1,0
9786,80000,25,1,2,0,0,2,0,31040,30259,31712,33734,29822,30966,0,2000,2444,0,3000,1000,1,1,0,1,0,0
9788,130000,34,2,2,2,0,0,2,72996,75241,73442,75115,79230,81278,4000,0,3500,5500,3500,0,1,0,0,0,1,0
9793,150000,28,0,0,0,0,0,0,99294,96094,97642,70371,72257,72536,5008,5000,2499,3000,2789,2439,0,1,0,1,0,1
9795,30000,24,-1,-1,2,2,2,2,2590,8346,8069,13042,12690,15503,6000,0,5464,0,3027,0,0,1,0,1,0,0
9796,250000,40,0,0,0,0,0,0,142477,85965,71453,54063,52723,56752,7000,3000,2000,3500,5000,3000,1,0,0,1,0,1
9797,20000,40,0,0,0,0,0,0,17180,17715,18841,18989,11583,11859,1500,1500,1000,1000,1000,1000,0,0,1,0,0,0
9799,20000,23,1,2,0,0,-1,0,6081,3408,4016,3282,1814,2232,0,1000,100,1814,1000,0,1,1,0,0,1,0
9800,120000,23,0,0,-1,0,-1,-1,7945,3077,700,268,632,8815,1000,1200,200,632,8815,8400,1,1,0,1,0,0
9801,50000,23,0,0,0,0,0,0,19766,14066,11524,10812,11643,12458,1300,1162,1000,1000,1000,1000,0,0,0,1,0,0
9802,190000,27,0,0,0,0,0,0,72656,38054,39410,38288,39276,36885,2000,2000,1500,1500,1300,1302,1,1,0,0,1,0
9803,20000,22,0,0,0,2,2,2,15034,16285,20498,19509,20038,18982,1500,4500,0,1600,0,1000,0,1,0,1,0,0
9805,150000,32,0,0,0,0,0,0,80437,84560,35726,27886,32415,39531,7000,3000,3000,5000,8000,2000,0,0,0,1,0,0
9806,180000,35,0,0,0,0,0,0,8694,7607,6801,6759,6918,9777,1500,2000,1000,3000,4000,2000,0,1,0,1,0,1
9807,180000,36,0,0,0,0,0,0,136613,133557,129909,133043,133835,132587,6600,6000,6000,6000,5000,6000,0,0,0,1,0,0
9811,120000,33,0,0,0,0,0,2,52266,53351,54425,54925,59010,60191,2522,2559,2000,5000,2300,0,0,1,0,1,0,0
9812,90000,49,2,2,2,2,2,2,74766,76470,77514,78730,80316,82321,3500,2900,3100,3000,3500,6500,1,0,1,0,0,1
9813,110000,32,0,0,0,0,0,2,110198,107710,83913,47369,48905,46046,3851,3021,1649,3513,0,1664,0,0,0,1,0,1
9814,100000,53,0,0,0,0,0,0,36838,37785,32905,29866,30503,28518,1607,1385,971,1018,984,810,0,1,1,0,0,1
9815,90000,26,1,2,2,0,0,0,58518,52526,45640,41539,39373,32080,3006,99,1500,1500,2015,1200,0,0,0,0,1,0
9816,50000,35,1,2,2,2,0,0,47438,46400,49276,48286,47915,48386,0,3700,0,2000,6000,0,0,1,0,0,1,1
9820,20000,26,0,0,0,0,0,0,13804,14578,15893,16330,16517,16944,1300,1563,1000,600,700,2000,0,1,1,0,0,0
9821,20000,26,2,2,2,2,2,3,36060,31741,30013,25938,28447,24288,0,2600,0,6500,0,0,0,0,0,1,0,0
9822,20000,23,1,2,2,2,2,3,7979,8700,9907,9599,14422,18885,1000,1500,0,5000,5000,900,0,1,0,1,0,1
9824,50000,48,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,0,1,1,1,0,0,1
9832,80000,26,0,0,0,0,0,0,75405,75681,72263,50312,49878,50101,3000,2200,1730,1800,2500,3000,0,1,0,1,0,1
9833,100000,67,2,2,2,2,2,2,16918,20511,19944,22915,23472,23016,4145,0,3260,1000,0,2286,1,0,1,0,0,1
9835,180000,42,-2,-2,-2,-2,-2,-2,177061,180778,3647,1593,1228,1006,8000,3653,32,0,1006,0,0,1,0,0,1,0
9836,80000,32,0,0,0,0,2,2,60918,62445,63905,67943,68811,70526,2500,2500,5100,2100,3000,3000,0,1,0,0,1,0
9839,150000,29,2,2,2,2,2,2,99986,103662,103978,105272,106437,109108,6800,3500,4500,3000,4600,2500,1,1,0,1,0,1
9840,50000,52,0,0,0,0,0,0,15377,17121,17832,18532,19233,20650,2000,1300,1000,1000,2000,0,0,1,0,1,0,1
9846,130000,43,0,0,0,0,0,2,74020,71527,66370,43882,41063,29215,5000,3000,2500,4100,0,5000,0,1,1,0,0,1
9848,360000,46,0,0,0,0,0,0,14591,14828,14250,13780,15077,14009,3005,3024,4004,4008,3008,2024,1,0,0,0,1,1
9850,100000,25,0,0,0,0,0,0,11801,12905,14378,14838,15447,16539,1600,2000,1000,1000,1500,0,0,1,0,0,1,0
9851,270000,50,0,0,0,0,0,0,22821,24949,26526,27778,29322,30677,2500,2000,2000,2000,2000,2000,0,1,0,1,0,1
9853,20000,25,0,0,0,0,0,0,17950,17330,18560,14509,17972,15352,2000,2000,1000,6000,1000,3000,0,1,0,1,0,0
9854,50000,45,0,0,0,0,0,0,47823,48468,50955,49813,49290,50603,3144,3878,3000,2500,2000,1787,0,1,0,1,0,1
9856,170000,44,1,2,0,0,0,0,84947,78724,68387,51511,33939,34330,2000,2000,3057,2000,5000,2000,1,0,0,0,1,1
9858,70000,50,2,3,2,2,2,0,56781,55327,52927,30432,16546,16722,2,3,2214,0,600,800,1,0,1,0,0,1
9863,170000,30,0,0,2,0,0,0,38903,37979,37069,37960,38796,39267,5144,0,1508,1600,1264,1391,0,1,1,0,0,0
9865,60000,25,0,0,0,0,0,0,31493,32634,30312,22999,23484,24438,2000,2000,1000,1005,1500,2000,0,1,0,0,1,0
9866,100000,50,0,0,0,0,0,2,36925,38324,39680,41687,43607,43739,2000,2000,2680,2600,1000,5261,1,1,1,0,0,1
9868,360000,40,-2,-2,-2,-2,-2,-1,1126,3449,3168,1469,1833,1449,3455,3168,1469,1833,1449,0,0,0,0,0,1,1
9869,30000,38,3,2,0,0,0,-1,3379,1715,1170,780,390,150,0,1100,0,0,150,780,0,1,0,1,0,1
9870,20000,28,-1,0,0,0,0,0,16122,16787,14459,14743,16351,17126,2000,2000,2000,2000,2000,2000,1,0,1,0,0,0
9871,110000,37,2,2,2,2,2,2,600,600,600,600,600,600,0,0,0,0,0,0,1,1,0,0,1,0
9872,130000,43,0,0,0,0,0,0,87289,81818,41268,31836,33559,10390,5000,2000,2000,2000,2000,2000,0,1,0,1,0,0
9873,50000,23,0,0,0,0,0,0,49026,48983,38417,27038,26254,26352,1748,1408,1000,1000,1000,1000,0,1,0,1,0,0
9874,110000,48,0,0,0,0,0,0,107767,108561,108895,78194,76385,76858,5700,5000,2700,2901,3000,3000,0,0,0,1,0,1
9875,80000,25,0,0,0,0,0,0,78327,79322,76290,58987,57947,58077,3000,2454,2059,2100,2149,1956,0,1,0,0,1,0
9876,150000,34,-2,-2,-2,-2,-2,-2,316,1801,1139,2246,5435,466,1801,1139,2246,5435,466,316,0,1,0,1,0,1
9877,80000,29,1,2,2,0,0,0,56340,57022,55081,55350,55906,57538,2600,0,2200,2028,3000,2200,0,1,0,1,0,1
9880,60000,26,0,0,0,0,0,0,41525,33907,27517,27506,28115,28815,1815,1760,1100,1052,1200,1100,0,1,0,0,1,0
9884,280000,41,0,0,0,0,0,0,40483,42538,44561,45450,46715,47642,2718,2741,1630,2000,1705,1572,0,1,0,1,0,1
9887,140000,42,0,0,0,0,0,0,158495,160681,144194,144802,147311,150207,5530,6600,5100,5460,5460,5100,0,1,0,1,0,1
9889,160000,38,0,0,0,0,2,2,105313,109030,109731,116452,114481,121885,5416,4002,8565,0,9502,0,0,1,0,1,0,1
9892,50000,32,0,0,0,0,0,0,50669,48942,27836,40346,38668,20016,1613,1484,3675,698,1000,706,0,0,0,1,0,1
9894,90000,53,0,0,0,0,0,0,23551,23607,22132,63204,19412,18099,2400,1582,770,1696,820,520,0,0,0,0,1,1
9896,70000,36,0,0,0,0,0,0,65275,68595,67916,56766,50395,42214,5000,3000,3000,3000,7000,7000,0,0,0,0,1,0
9901,20000,39,1,2,0,0,0,0,19565,18968,19612,16213,16812,18382,0,1300,717,1000,2000,1000,0,1,0,1,0,1
9910,50000,44,2,2,2,2,2,0,42115,41164,43658,44644,43798,44912,0,3500,2000,0,2000,2000,1,1,1,0,0,0
9911,60000,30,0,0,0,0,0,0,57041,58268,59568,61298,29587,27267,2148,2303,2669,1032,1000,1300,0,0,0,1,0,0
9913,200000,44,0,0,0,0,0,0,34760,37871,39879,42946,46141,46305,4000,3000,4000,4000,3000,3000,0,1,1,0,0,1
9914,70000,39,2,0,0,0,0,0,67607,69623,71030,30087,29742,29191,3700,3700,1300,1300,1100,1200,0,1,0,1,0,0
9918,180000,40,1,2,0,0,0,0,172584,167622,130083,64398,62277,58216,1000,4052,2293,2295,2400,2110,0,0,0,1,0,1
9919,100000,53,2,0,0,0,0,0,43611,45415,47053,47747,48459,49560,2500,2400,1845,2400,2500,0,1,0,0,1,0,1
9923,60000,38,2,2,2,0,0,0,59310,60482,58748,49375,38433,38378,2700,0,2100,1600,1600,1600,0,0,0,0,1,1
9924,60000,22,0,0,0,0,0,0,59575,51991,35435,19262,19285,19565,2051,1653,680,700,700,693,0,0,0,1,0,0
9925,210000,37,-2,-2,-2,-2,-2,-2,1094,1335,3056,213,825,1240,1335,3056,213,825,1240,5693,0,1,0,1,0,1
9926,200000,32,0,0,0,0,0,0,30144,32649,32425,32625,9687,5526,3000,1000,1000,400,1000,752,0,0,0,0,1,1
9931,50000,36,-2,-2,-2,-2,-1,-1,3477,1909,1726,991,5777,5968,1909,1726,991,5782,5968,2045,0,1,0,1,0,1
9933,20000,22,1,3,2,2,0,0,6792,6540,7278,7013,7398,8775,0,1000,0,500,1500,0,1,0,0,1,0,0
9935,50000,25,-1,0,0,0,0,0,42726,43072,34984,30090,23820,18012,3941,1432,1000,2000,2036,404,1,1,0,1,0,1
9936,50000,38,0,0,0,0,0,0,10825,11377,10760,10973,10693,9888,1500,1155,368,372,356,500,0,0,1,0,0,1
9937,50000,48,0,0,0,0,0,0,10420,8451,9641,9468,9294,9263,1310,1500,500,500,500,200,0,0,1,0,0,1
9938,70000,29,0,0,2,-1,0,0,4059,5791,208,4170,4563,5331,2000,0,4170,1000,1000,1000,0,1,0,1,0,0
9939,120000,25,0,0,0,0,0,0,120633,118741,104754,79227,77751,69889,4622,3384,2589,3000,2460,1300,0,0,0,1,0,0
9940,170000,30,-1,-1,-1,0,-1,-1,416,416,632,416,416,566,832,632,200,416,566,416,0,0,0,1,0,1
9941,160000,51,0,0,0,2,2,2,1380,1481,2623,2457,4912,3669,1331,2473,0,2500,0,0,1,0,0,0,1,1
9942,30000,22,0,0,2,0,0,0,30397,31148,28755,30720,28298,9064,3500,0,3500,694,343,266,0,1,0,1,0,0
9945,20000,33,0,0,0,2,0,0,17439,18498,21335,33247,17261,17601,1340,3177,0,1546,776,646,0,0,0,1,0,0
9947,30000,26,2,2,2,0,0,2,23064,25479,24705,25202,26608,25926,3100,0,791,1699,0,1000,1,1,0,1,0,0
9948,180000,29,0,0,0,0,0,0,123154,126078,78070,50730,48039,47665,5200,3045,3500,2700,2720,2000,0,1,0,0,1,0
9949,240000,34,-1,-1,-1,-1,-1,-1,3403,2858,3619,3262,3228,3127,3502,4099,3500,3228,3127,2221,1,1,0,1,0,0
9950,30000,25,1,3,2,2,2,2,16368,15825,15274,17018,16608,18020,0,0,2000,0,2000,0,0,1,0,1,0,0
9951,50000,28,1,2,0,0,0,3,4323,3851,2808,3325,3989,3610,0,602,569,718,0,0,0,1,0,0,1,0
9953,20000,37,2,2,2,2,2,0,14688,16827,17251,17672,17250,18305,2700,1000,1000,0,1500,1500,1,0,0,0,1,0
9954,130000,54,0,0,0,0,0,0,77506,78535,72776,66053,52505,12242,2900,2564,2368,2200,364,152,0,1,1,0,0,1
9956,180000,32,-1,2,-1,0,-1,-1,1991,991,7658,1000,1650,1000,0,7667,0,1650,1000,2000,0,1,0,1,0,1
9958,30000,33,2,0,0,2,2,0,31947,31564,34804,33808,31740,31135,1872,5550,1238,0,1515,4665,1,1,0,1,0,1
9960,80000,50,0,0,-1,-1,-1,-1,8985,5305,2992,2984,2992,2992,2000,2992,2984,3000,2992,2992,0,1,0,1,0,0
9961,140000,27,0,0,0,0,0,0,136899,139889,142460,142020,139879,140810,5200,6000,5500,5900,5200,5000,0,1,0,1,0,0
9962,180000,27,0,0,0,0,0,0,181219,183311,183936,181370,179904,172758,7000,8021,6315,6432,6409,6008,0,0,0,1,0,1
9966,140000,25,0,0,0,0,0,0,45068,44158,48437,50667,52888,54060,5000,5000,3000,3000,2000,2000,0,1,0,0,1,0
9968,30000,24,0,0,0,2,0,0,18220,20606,22880,22217,23694,24151,3000,2620,0,2000,1000,1000,0,1,0,1,0,0
9970,150000,45,0,0,0,0,0,0,123580,126136,128709,131292,134011,136711,3575,3647,3678,3793,3835,3952,0,1,0,0,1,1
9972,50000,38,0,0,0,0,0,0,50174,32012,34274,38668,40416,20355,3000,3000,5000,2000,3000,1200,0,0,1,0,0,0
9975,50000,27,0,0,0,0,0,0,39607,40399,36712,33485,37712,40065,5014,5000,5000,5000,5000,5000,0,1,0,0,1,0
9976,110000,41,0,0,0,0,0,0,100143,98338,92457,79496,72458,72168,4000,4000,3530,4000,4000,5000,0,1,0,1,0,1
9979,200000,46,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,0,0,1,0,0,0
9981,230000,30,0,0,0,0,0,0,101874,97302,97383,97487,96588,95221,8000,5016,5000,5000,5000,5200,0,0,0,0,1,0
9984,130000,41,0,0,0,0,0,0,101885,72686,70672,64530,63041,56493,3500,2389,2368,5000,1964,1707,0,1,1,0,0,1
9987,160000,37,-1,-1,-1,-1,-1,-1,9293,5875,9121,2412,2271,2187,5902,9128,2412,2271,2187,4792,0,1,0,0,1,1
9988,10000,27,0,0,0,0,0,-1,6599,7736,8492,8138,4990,1598,1400,1000,1009,1000,1598,0,0,0,0,0,1,0
9989,360000,33,-1,-1,-2,-2,-2,-2,8552,1118,1227,1541,1389,390,1118,1227,1541,1389,390,390,0,1,0,1,0,0
9991,330000,45,0,0,0,0,0,0,47644,48906,50531,50595,40491,31020,2000,2500,1309,1243,2027,1056,0,1,0,1,0,1
10000,230000,36,0,0,0,0,0,0,19505,20715,19750,19506,19255,17479,3000,3000,3000,3000,3000,3000,0,0,0,1,0,1
10004,50000,39,0,0,0,0,0,0,49869,42146,43927,19234,18799,16412,2146,3927,1234,1000,1450,2000,0,0,0,0,1,0
10006,280000,36,0,0,0,0,0,0,91093,92775,81718,83347,85623,87252,3224,2965,2987,3623,3148,3194,0,1,0,1,0,0
10007,170000,35,0,0,0,0,0,2,115634,118823,120475,109993,115151,112232,5935,6040,4000,8000,0,4320,0,0,0,1,0,0
10008,100000,38,2,2,2,0,0,2,37516,38622,37706,38148,40630,39827,2000,0,1369,3100,0,1443,0,1,0,1,0,1
10011,150000,26,1,-2,-1,-1,-2,-2,2341,340,380,462,3,166,340,380,462,103,266,0,0,1,0,1,0,0
10012,50000,29,-2,-2,-2,-2,-2,-2,15519,19259,18652,24312,28903,28294,4000,0,6000,5000,0,2000,0,0,0,1,0,0
10015,140000,35,0,0,0,0,0,0,26187,28431,26141,24958,27574,27151,3000,2000,2000,3000,1661,3500,0,1,0,0,1,1
10017,150000,37,0,0,0,0,0,0,152349,152359,150257,79162,79617,79670,7000,7000,5000,3000,4000,3500,0,1,0,1,0,0
10019,170000,43,0,0,0,0,0,0,136485,87236,79244,59144,60228,61578,3602,3903,2265,2188,2353,2411,0,0,0,1,0,0
10020,50000,26,0,0,0,0,0,2,44838,45894,47121,45625,49367,46001,1769,1996,1800,4603,0,1486,1,0,0,0,1,0
10025,170000,46,0,0,0,0,0,0,94791,89330,88384,84456,69871,62012,4300,3314,3050,2600,2600,4860,1,0,0,1,0,1
10026,50000,24,0,0,0,0,0,0,48600,47819,48527,39147,38314,37758,2200,1889,1510,1400,1700,2000,1,1,0,1,0,0
10027,50000,32,0,0,0,0,0,2,24402,26872,28430,29160,31187,30537,8442,2000,1200,2500,0,1200,0,1,0,1,0,1
10029,430000,42,0,0,0,0,0,0,59648,52811,45441,39174,28261,25411,2035,1587,1161,1943,995,606,0,0,0,1,0,0
10036,190000,26,0,0,0,0,0,0,184136,186387,172506,89806,91744,93903,9000,6500,3500,3500,3800,3600,0,0,0,0,1,0
10039,90000,31,0,0,2,0,0,-1,63872,66983,63070,1184,4154,3502,5003,0,1000,4000,3502,1400,0,1,0,0,1,0
10043,30000,24,2,0,0,0,2,2,11483,12810,13591,14530,14154,15320,1519,1300,1166,0,1400,0,1,1,0,0,1,0
10044,50000,50,0,0,0,0,0,0,6449,7314,8474,8488,8665,8843,1129,1289,303,313,321,472,0,0,0,1,0,1
10046,50000,39,0,0,0,0,0,0,42822,43872,25400,24202,25904,27567,2000,2000,1000,2000,2000,2000,0,1,0,1,0,1
10047,130000,31,0,0,0,0,0,0,5551,6953,8176,8884,9737,11404,1500,1500,1000,1000,2000,2000,1,0,0,1,0,0
10048,260000,46,0,0,0,0,0,0,29562,22429,11333,11651,12651,9247,1500,1000,1000,1000,205,1988,0,0,0,1,0,1
10051,160000,27,0,0,0,0,0,0,31666,31865,32691,31490,28324,30798,3000,3000,3000,3000,3000,3000,0,1,0,1,0,1
10053,70000,26,0,0,0,0,0,0,60701,61865,63063,10879,11127,13004,2735,2726,311,343,3000,2000,0,0,0,0,1,0
10057,40000,43,0,0,0,0,0,0,36415,37409,30019,30426,22867,12900,1939,1399,806,862,258,0,0,1,0,1,0,1
10062,50000,61,0,0,0,2,0,0,38158,35961,37417,24663,24655,26088,2220,2943,0,887,2000,716,0,1,1,0,0,1
10063,200000,31,1,2,2,0,0,0,29070,31302,29192,28170,28763,28453,3019,6,991,1032,1310,2000,0,0,0,1,0,1
10066,100000,27,0,0,0,0,-1,-1,5552,4784,4743,2805,354,443,1120,1000,0,354,443,441,1,0,0,0,1,0
10067,30000,34,2,2,0,0,0,0,30082,29315,30369,29787,30284,29057,0,1750,1025,1100,1500,1000,0,1,0,1,0,1
10069,420000,31,0,0,0,0,0,0,50771,48196,46932,45546,46369,42651,1862,2010,1700,1622,1520,1316,0,1,0,1,0,0
10079,100000,28,0,0,0,0,0,0,95251,98226,98295,100406,100430,101392,5401,3576,3754,3806,3796,4000,0,1,0,1,0,1
10081,60000,53,0,0,0,0,0,0,55505,57374,35751,25824,25831,27393,3000,2015,2000,1000,2000,2000,0,1,0,1,0,1
10082,300000,44,0,0,0,0,0,0,58137,51459,49737,48015,36004,6748,3000,2000,1500,3000,1000,3000,0,0,0,0,1,1
10083,290000,29,-1,2,-1,-1,-1,0,22277,21451,2467,166,4030,9097,0,2467,200,6000,6000,6000,0,0,0,1,0,0
10084,30000,23,2,2,2,0,0,2,19674,21050,20414,22008,23480,23777,2000,0,1934,1824,830,0,0,1,0,1,0,0
10086,90000,31,0,0,0,0,0,0,34704,36426,35387,36838,35867,36841,3000,1549,2000,2000,2000,1000,0,0,0,1,0,0
10087,140000,28,1,2,0,0,0,2,99215,96776,98949,100673,106935,104427,0,3932,3717,8000,0,4000,1,1,0,0,1,0
10088,150000,31,0,0,0,0,-1,-1,110921,64600,58158,24856,704,1899,3000,1500,1000,704,1899,0,0,0,0,0,1,0
10089,70000,47,0,0,2,2,0,0,62080,67523,68334,67132,66796,67743,6874,2030,0,1866,1878,1909,1,0,1,0,0,1
10094,210000,40,-1,-1,2,-1,-1,-1,2216,6142,1108,1499,2447,888,5258,0,1500,2500,1000,1500,0,1,0,1,0,1
10096,30000,26,0,0,2,2,-1,2,8009,10181,10064,150,1150,1000,2316,199,0,1150,0,0,0,1,0,1,0,0
10098,90000,33,0,0,0,2,2,2,76395,79168,84904,87914,90043,91534,4000,8000,5348,3700,3128,0,0,1,0,1,0,1
10099,50000,30,2,2,0,0,0,0,29826,29068,29778,30370,31003,32291,0,1496,1088,1123,1800,2200,1,1,0,1,0,1
10103,30000,42,2,2,2,0,0,2,4641,7071,6811,6795,7342,7075,2521,0,245,658,0,268,1,1,0,1,0,1
10105,30000,51,0,0,0,0,0,0,16883,17909,18920,19297,19699,20091,1303,1314,691,713,718,742,0,1,0,1,0,1
10106,10000,23,1,3,2,2,2,0,8679,8399,8101,8995,8216,7756,0,0,1000,0,500,500,0,0,0,1,0,1
10109,30000,24,0,0,0,0,0,0,29416,30476,30386,29769,30395,30348,1540,1447,1027,1066,1288,1104,0,0,0,1,0,1
10115,50000,29,0,0,0,0,0,0,23236,19132,15138,14036,14752,15445,1660,1065,5000,5000,5000,2000,0,0,0,1,0,0
10116,10000,24,1,2,2,2,2,2,4231,5508,5271,6182,5937,6838,1500,0,1000,0,1000,0,1,0,0,1,0,0
10119,400000,44,0,0,0,0,0,0,120456,113855,87798,19583,20453,21309,3557,2350,5700,1000,1000,1000,0,1,1,0,0,1
10120,90000,26,0,0,0,0,2,2,70206,71353,72707,74101,72818,73940,3300,3168,3143,2700,3600,1700,0,1,0,1,0,0
10122,80000,26,0,0,0,2,0,0,77037,71799,75743,67626,69081,70772,3300,5800,0,2700,3000,2700,0,1,0,1,0,0
10124,50000,33,0,0,0,0,0,0,48355,49715,49736,17599,16753,10582,2140,1161,510,503,500,1000,0,0,0,1,0,0
10125,20000,38,2,2,2,2,2,2,6313,8625,8338,9199,9378,9081,2426,0,1000,471,0,482,0,0,0,1,0,1
10126,50000,29,-1,0,0,0,0,0,10498,8238,6411,5341,3483,4093,1345,1000,2000,1000,1000,2000,0,0,0,1,0,0
10127,140000,27,0,0,0,0,0,0,62986,64498,63093,58650,54946,53773,5000,3000,5000,3000,3000,3000,0,1,0,1,0,0
10129,130000,37,1,2,2,2,0,0,67612,65997,70604,68904,70369,71682,0,6300,0,2700,2600,2800,1,1,0,1,0,1
10131,470000,38,0,0,0,0,0,0,156454,152017,153651,155381,155287,160843,5526,5484,5504,5655,9471,5269,0,0,0,0,1,1
10134,40000,45,1,2,0,0,0,0,40910,39592,40135,37403,30159,27854,0,2196,4,603,925,389,0,1,0,1,0,1
10135,50000,22,-1,0,0,0,0,-1,5856,8725,10000,17916,6789,150,3005,2700,7916,0,150,198,0,1,0,0,1,1
10136,40000,24,-1,2,-1,-1,0,-1,780,390,390,780,390,150,0,390,780,0,150,780,1,1,0,0,1,0
10137,50000,26,0,0,0,0,0,0,48457,44932,20024,18830,18087,17616,1351,1561,628,775,1602,594,0,1,0,1,0,0
10138,310000,44,-2,-2,-2,-2,-2,-2,6571,1156,1156,1889,3367,2267,1156,1156,1889,3367,2267,0,0,1,0,1,0,0
10139,140000,34,0,0,2,2,2,0,27098,29832,29354,30609,29981,30581,3485,300,2038,0,1100,2570,1,1,0,1,0,0
10142,50000,23,0,0,0,0,0,0,18975,19763,21081,21432,21933,22569,1400,1649,1000,1000,1000,1200,0,1,0,0,1,0
10143,400000,39,2,2,2,2,2,2,50747,49666,52727,51286,55077,55500,0,4500,0,4800,1600,0,0,0,0,0,1,0
10147,450000,46,-1,-1,-1,-1,-1,-1,28205,3760,4148,2312,6909,4189,3793,4148,2312,6909,4189,1539,1,1,0,0,1,1
10148,20000,35,0,0,0,2,0,0,10704,11352,13297,12418,12581,12305,1517,2852,0,500,700,500,0,1,1,0,0,0
10149,50000,47,0,0,0,0,2,2,47500,46937,44681,47537,46644,49765,2700,2000,3600,0,3890,0,0,1,0,1,0,1
10152,60000,48,2,3,2,3,2,2,60717,59183,62075,60501,61808,60668,0,4500,0,2400,0,2200,1,1,0,1,0,0
10155,100000,56,0,0,0,0,0,0,96392,87986,89230,90745,92774,101275,4424,3600,3000,3200,9800,0,0,0,0,1,0,1
10156,10000,22,0,0,0,2,2,2,6579,7611,8926,8634,9442,9144,1300,1602,0,948,0,484,1,1,0,0,1,0
